id,dateiso,entry
3760,1995-09-02,"la oposicion critica la campana y la exposicion ""Catalunya, un pais amb futur: 15 anys d'autonomia"" por electoralista"
3761,1995-09-03,"ataques a la Ertzaintza en su despliegue en Vitoria, respondiendo a la convocatoria de KAS"
3762,1995-09-06,El CGPJ pide a Benlloch que proteja al juez Bueren de ETA tras las pintadas amenazantes de grupos abertzales
3763,1995-09-06,Unio Democratica reivindica en su manifiesto sobre la Diada el derecho a participar en la politica espanola
3764,1995-09-09,la hermana de Gregorio Ordonez herida por seguidores de HB en una manifestacion por la liberacion de Aldaya
3765,1995-09-10,"jovenes encapuchados amenazan de muerte a la familia del que fuera vicepresidente vasco en el exilio, Landaburu"
3766,1995-09-11,"10,000 personas se manifiestan en favor de la integracion del condado de Trevino en el Pais Vasco"
3767,1995-09-11,incontroloados separatistas vascos causan destrozos en Zarautz (Guipuzcoa) y Pamplona
3768,1995-09-12,miembros de la Gestoras Pro Amnistia agreden a los participantes en la manifestacion pro liberalizacion de Aldaya
3769,1995-09-12,la direccion del PP catalan agredida por jovenes radicales en la fiesta de la Diada de l'Onze de Setembre
3770,1995-09-12,ERC congrega a miles de personas ante el monumento a Rafael Casanova en un acto al que se sumaron otros grupos
3771,1995-09-12,ERC boicotea la ofrenda floral del Ayuntamiento de Lleida en la Diada
3772,1995-09-12,una senyera cubre un monumento franquista a la batalla del Ebro durante la Diada en Tortosa (Tarragona)
3773,1995-09-13,militantes de Jarrai asaltan la delegacion de la SER en San Sebastian y leen un comunicado contra la prensa
3774,1995-09-13,una delgacion de HB de 4 personas ocupa el consulado britanico de Bilbao en apoyo del IRA
3775,1995-09-16,el PP fue objeto de acciones de rechazo en 12 localidades de Cataluna en la Diada
3776,1995-09-20,50 jovenes causan disturbios en San Sebastian y persiguen a un ertzaina
3777,1995-09-23,la Federacio Escola Valenciana (FEV) condena la actitud del alcalde de Albat contra el valenciano
3778,1995-09-25,"el Bloc de Progres organiza marchas en favor del valenciano desde Poblet, Almansa, El Carxe y Guardamar"
3779,1995-09-26,empresarios vascos denuncian nuevas cartas de ETA exigiendoles dinero
3780,1995-09-29,HB decide trasladar sus manifestacion a la Plaza del Buen Pastor para coincidir con los trabajadores de Alditrans
3781,1995-09-29,el Novo Exercito Galego atentao contra la sede del PP en Santiago y un cajero en La Coruna
3782,1995-09-30,"Atutxa, consejero de Interior vasco., PROHIBE la contramanifestacion de HB para ""impedir incidentes"""
3783,1995-10-01,HB DESAFIA LA PROHIBICION y mantiene su protesta frente a los trabajadores de Alditrans
3784,1995-10-01,"miembros de Jarrai asaltan de nuevo una emisora, la COPE de Alsasua (Navarra) para intentar difundir un comunicado"
3785,1995-10-02,vario grupos de encapuchados lanzan 32 cocteles molotov contra las oficinas de la Ertzaintza en San Sebastian
3786,1995-10-02,las nuevas cartas de ETA crea una situacion de angustia entre los empresarios vascos
3787,1995-10-02,"el Correllengua, la marcha en defensa de la cultura y la lengua valenciana, llega a Alicante"
3788,1995-10-06,la Ertzaintza IMPIDE que HB reviente la concentracion en favor de la liberacion de Aldaya
3789,1995-10-08,"EU propone en un manifiesto por la celebracion del Nou d'Octubre, la lucha por el derecho a la autodeterminacion"
3790,1995-10-09,5 artefactos hacen explosion en 3 puestos fronterizos con Francia
3791,1995-10-09,el rebrote de la guerra linguistica marca el primer Nou d'Octubre CON GOBIERNO DE COALICION PP-UV
3792,1995-10-09,actos institucionales y manifestaciones en las calles de Valencia senalan el comienzo del Nou d'Octubre
3793,1995-10-10,miles de valencianos salen a la calle en defensa de la unidad de la lengua en la fiesta de la autonomia valenciana
3794,1995-10-12,"Etxebarria y Olarra (HB) son, segun Atutxa, responsables de la contramanifestacion pro secuestro de Aldaya del dia 8"
3795,1995-10-13,la manifestacion convocada por HB en Pamplona a fovar de Euskera y la independencia acaba en duros enfrentamientos
3796,1995-10-17,nacionalistas de izquierda corean consignas contra los neonazis en el juicio por el asesinato de Guillem Aguilo
3797,1995-10-20,desactivada en Alcover (Tarragona) una bomba que puso ETA en verano en la linea ferrea Lleida-Tarragona
3798,1995-10-21,un grupusculo partidario del secesionismo linguistico del catalan protesta contra la politica de Zaplana
3799,1995-10-23,una treintena de encapuchados no logra prender fuego a un autobus en San Sebastian por la oposicion de los viajeros
3800,1995-10-24,la policia detiene a 8 personas cuando participaban en una concentracion de Gestoras junto a otra de Gesto por la Paz
3801,1995-10-25,"el alcalde de Barcelona, Maragall, pronuncia la conferencia inaugural de los Premios Octubre en Valencia"
3802,1995-10-26,detenidos 2 hermanos de Catalunya Lliure y 1 hombre de Maulets acusados de pegar a 2 vigilantes [guardias jurados]
3803,1995-10-28,el Ertzaintza cerca y asalta un autobus a 15 kn de Vitoria en el que se habia refugiado el agresor de un policia
3804,1995-10-29,unos encapuchaods causan destrozos callejeros en Vitoria tras la detencion del agresor de un ertzaina
3805,1995-11-03,una manifestacion de estudiantes de Leioa (Vizcaya) convocada por Ikasle Abertzaleak termina en batalla campal
3806,1995-11-07,"un grupo de radicales lanza varios cocteles molotov contra el edificio del Gobierno Civil de Alava, en Vitoria"
3807,1995-11-11,un capitan de caballeria mutilado en Salamanca al estallar una bomba de ETA bajo su coche
3808,1995-11-11,huevos y silbidos independentistas contra los asistentes al mitin del PP en Badalona (Barcelona)
3809,1995-11-13,Pandas abertzales impiden que las ambulanzias asistan a los heridos en los choques del casco viejo de San Sebastian
3810,1995-11-14,octavillas con el nombre de una militante de Gesto por la Paz de Deusto aparecen en una contramanifestacion de Gestoras
3811,1995-11-16,el Gobierno vasco culpa del sabotaje del metro de Bilbao a los comandos Y de apoyo a ETA
3812,1995-11-18,jovenes radicales causan diversos incidentes callejeros en Bilbao y Hernani
3813,1995-11-18,registrados diversos incidentes entre jovenes radicales y la Ertzaintza en Bilbao y Hernani
3814,1995-11-18,el grupo anticatalanista GAV mancha con pintadas los alrededores del domicilio del consejero valenciano de Educacion
3815,1995-11-21,"varios encapuchaods lanzan una bola de acero a Javier Lekuona, en una unidad movil de la SER en Vitoria"
3816,1995-11-26,jovenes radicales apalean a un conductor en Bilbao que les increpo para que le dejaran via libre
3817,1995-12-01,un ertzaina y una mujer agredidos por estudiantes encapuchados que protestaban por la situacion de ETA en Hernani
3818,1995-12-02,el presidente del GAV asegura que Gonzalez Lizondo apoyo claramente su protesta ante las Cortes valencianas
3819,1995-12-04,la marcha de Nacion Andaluza contra la base de Rota (Cadiz) apenas reunio a 2 centenares de personas
3820,1995-12-04,herido un ertzaina en Bilbao y una mujer en Portugalete (Vizcaya) durante los desordenes de grupos de Jarrai
3821,1995-12-05,el homenaje a la bandera andaluza queda reducido a un acto protocolario con la asistencia de unas 100 personas
3822,1995-12-05,2 detenidos tras una concentracion de Gestoras Pro Amnistia que intentaban reventar un acto por la libertad de Aldaya
3823,1995-12-09,"presos de ETA y GRAPO planean acto de protesta para las Navidades, en los que se incluiran huelgas de hambre"
3824,1995-12-10,cocteles molotov contra un banco de Bayona (Francia) en protesta por la entrega del etarra Zabarre a Espana
3825,1995-12-11,Mikel Otegui mata por la espalda a 2 ertzainas en Itsasondo (Guipuzcoa) y es detenido a continuacion
3826,1995-12-11,simpatizantes de ETA atacan con cocteles molotov el centro territorial de RTVE en Pamplona (Navarra)
3827,1995-12-12,un coche bomba activado a distancia mata a 6 civiles de la armada y hiere a 17 personas mas en Madrid [activaron el coche bomba al paso del furgon de la Armada]
3828,1995-12-12,"un joven encarcelado, y 10 millones en danos tras los disturbios de Pamplona por la extradicion de un etarra"
3829,1995-12-13,militantes de KAS colocaron en algunas calles del Pais Vasco carteles justificando el coche bomba de ETA en Madrid
3830,1995-12-14,"Atutxa PROHIBE una marcha de HB en apoyo de Mikel Otegi, el presunto asesino de 2 ertzainas"
3831,1995-12-15,HB expulsa con violencia a un pacifista que intentaba encerrarse para protestar en su sede donostiarra
3832,1995-12-17,ETA siembra de bombas El Corte Ingles de Valencia y una mujer muere y otras 9 personas resultan heridas
3833,1995-12-17,desalojados 2 centros comerciales en Madrid--el Corte Ingles y la FNAC--por amenazas de bomba
3834,1995-12-18,nueva agresion en Pamplona a policias municipales por parte de un grupo de encapuchaods
3835,1995-12-19,maxima alerta en Castilla y Leon tras hallarse bombas de ETA en las provincias de Valladolid y Burgos
3836,1995-12-19,jovenes proximos a Jarrai atacan a los estudiantes de Hernai que se manifestaban contra el atentado de ETA en Vallecas
3837,1995-12-21,un aviso de bomba en el Ayuntamiento de Valencia provoca un caos ciculatorio
3838,1995-12-21,vecinos en Hernani (Guipuzcoa) se enfrenta a jovenes radicales
3839,1995-12-23,ETA mata al comandante Luciano Cortizo Alonso y hiere a su hija con una boma-lapa adosada a su coche en Leon
3840,1995-12-27,un hombre tirotea la Comandancia de Marina de Hondarribia (Guipuzcoa) y huye en un ciclomotor
3841,1996-01-02,un artefacto explosivo adosado a bidones de gasolina provoca graves danos en un concesionario de Peugeot en Navarra
3842,1996-01-03,protestas contra la celebracion de la Toma de Granada
3843,1996-01-04,2 encapuchados asaltan un instituto de Bachillerato de Getxo (Vizcaya) y amenazan a un alumno pacifista
3844,1996-01-07,1 herido en los altercados causados por los radicales en San Sebastian
3845,1996-01-08,los grupusculos violentos ligados a la izquierda abertzale causan varios heridos en San Sebastian y Pamplona
3846,1996-01-09,Jarrai amenaza a los autores del informe sobre la violencia juvenil en el Pais Vasco
3847,1996-01-10,un menor ha sido condenado a 36 horas de trabajo social por quemar un coche de la Ertzaintza
3848,1996-01-13,"panfletos en Beasain (Guipuzcoa) contra Javier Etzo, autor del informe sobre la violencia callejera en el Pais Vasco"
3849,1996-01-20,un grupo proximo a ETA difunde las acciones de la banda en la red Internet
3850,1996-01-22,decenas de encapuchados lanzan una ofensiva contra las fuerzas antidisturbios en Pamplona
3851,1996-01-23,detenidos 8 jovenes de la orbita de Jarrai por causar incidentes en Pamplona
3852,1996-01-28,ETA ataca con granadas un cuartel de la GC en Urdax (Navarra) sin causar victimas
3853,1996-02-01,"una llamada a Egin que alerto sobre la existencia de lanzagranadas deja sin clases a mas de 1,000 escolares de Bilbao"
3854,1996-02-03,"un grupo de insumismos vinculado a Jarrai causa danos en la prision de Pamplona, donde cumplen penas en regimen abierto"
3855,1996-02-04,"HB amenaza con sufrimiento para todos si los presos de ETA siguen siendo ""maltratados"""
3856,1996-02-05,6 abertzales detenidos y 2 ertzainas heridos en Vitoria tras una manifestacion de apoyo a los presos de ETA
3857,1996-02-07,"ETA mata en San Sebastian de un tiro en la nuca a Fernando Mugica, abogado y militante historico del PSOE"
3858,1996-02-11,"30 adolescentes gritan a favor de ETA ante los trabajadores de Alditrans, la empresa del secuestrado Aldaya"
3859,1996-02-13,HB distribuye un video a los medios de comunicacion con las exigencias de ETA para alcanzar la paz
3860,1996-02-15,"Francisco Tomas y Valiente, asesinado en la UAM por un etarra que simulo ser alumno"
3861,1996-02-18,ETA hace estallar 4 artefactos en La Rioja horas despues de que Aznar diera un mitin
3862,1996-02-23,pintadas en San Sebastian con el apellido del juez Baltasar Garzon bajo un punto de mira
3863,1996-02-24,jovenes de Jarrai queman un autobus en San Sebastian en protesta por la detencion de Idigoras (HB)
3864,1996-02-25,"HB reune en el estadio de Anoeta de San Sebastian a 30,000 personas en un mitin en apoyo de ETA y de la independencia"
3865,1996-02-25,"4 jovenes de UPV agredidos cuando pegaban carteles electorales, al grito de ""catalanistas"""
3866,1996-02-26,celebracion del Dia de Andaluca en Barcelona
3867,1996-02-27,4 detenidos en Vitoria tras una contra-manifestacion de las Gestoras Pro Amnistia por la liberacion de Aldaya
3868,1996-03-03,apedreado un hombre que se encaro a varios encapuchados en Bilbao
3869,1996-03-05,"ETA mata con una ""bomba lapa"" al ex jefe de la lucha antiterrorista de la Ertzaintza en Guipuzcoa"
3870,1996-03-07,el Parlamento de Navarra suspende el pleno unos minutos para retirar un cartel colocado por HB en el sillon de Iribarren
3871,1996-03-08,miembros de las juventudes del PNV llenan Bilbao con carteles acusando a Egin de ayudar a ETA a identificar objetivos
3872,1996-03-08,un grupo de encapuchados intenta destruir la sede del PSE en Hernani (Guipuzcoa) prendiendo un bidon de gasolina
3873,1996-03-09,curce de insultos entre familiares de presos de ETA y jovenes del PNV ante la sede del PNV en Bilbao
3874,1996-03-09,un concejal de EA en Oiartzuni (Guipuzcoa) dimite por padecer amenazas del entorno de HB desde hacia mas de un ano
3875,1996-03-11,la explosion de una bomba causa desperfectos en la sede del PNV en Hondarribia (Guipuzcoa)
3876,1996-03-14,"ETA fuerza sus 500 presos a emprender una protesta masiva contra ""la policia general del Estado"""
3877,1996-03-17,miles de jovenes pacifistas se manifiestan en las capitales vascas acosados por seguidores de HB
3878,1996-03-21,los Tedax desactivan un coche bomba de ETA con 28 kilos de amosal junto al hipermercado Pryca de Hortaleza (Madrid)
3879,1996-03-23,la proxima Diada por el catalan en Palma evitara la protesta ante el Gobierno balear
3880,1996-03-24,el centro de Bilbao aparece con nuevas y mayores pintadas contra el consejero de Interior vasco
3881,1996-03-25,la Ertzaina carga contra grupos de Jarrai que intentaban reventar una marcha de EGI (PNV) en Portugalete (Vizcaya)
3882,1996-03-26,"los 4 detenidos por arrasar [3/25] una tienda de Renault en Burlada (Navarra), pasan a disposicion judicial"
